user,rating,date,review,helpful_count,clean_review
A Google user,1,2017-07-03 11:56:37,Asked fpr user name ...where to get one as I am a credit card user of HSBC,6,asked fpr user name where to get one as i am a credit card user of hsbc
A Google user,1,2017-06-21 22:33:20,So bad you can nothing with it!!!,8,so bad you can nothing with it
A Google user,1,2017-06-18 00:22:42,Username doesn't work anymore,3,username doesnt work anymore
A Google user,5,2017-06-02 12:22:24,Very great,1,very great
A Google user,1,2017-05-13 06:47:53,Most off your customers  cannot use it now cause don't  have the right Android why have you done this for.?,0,most off your customers cannot use it now cause dont have the right android why have you done this for
A Google user,1,2017-05-10 22:15:00,"Did not work on my phone, go back to old system",1,did not work on my phone go back to old system
A Google user,1,2017-04-27 13:35:16,Unable to log in.,3,unable to log in
A Google user,1,2017-04-06 01:46:30,All having same login problems still apps maker in peacefully quite ..... they does not care about user reactions so all should uninstall this .... WWW app,1,all having same login problems still apps maker in peacefully quite they does not care about user reactions so all should uninstall this www app
A Google user,1,2017-04-03 16:32:10,Doesn't allow me to login,0,doesnt allow me to login
A Google user,1,2017-03-09 22:21:12,Terrible before this new system came in i could do anything but nothing .  Go back to the original,3,terrible before this new system came in i could do anything but nothing go back to the original
A Google user,1,2017-02-26 13:57:13,not very user friendly .... glad i only look at my account once a month online ... as this app would annoy the crap out of me i had to use it more often (i feel sorry for the poor ppl that would need to use it everyday).,15,not very user friendly glad i only look at my account once a month online as this app would annoy the crap out of me i had to use it more often i feel sorry for the poor ppl that would need to use it everyday
A Google user,1,2017-01-25 05:58:06,This app doesn't recognize my username at all.,7,this app doesnt recognize my username at all
A Google user,1,2017-01-06 05:10:01,Rubbish!Now not recognising my username and telephone number supplied is rubbish too!,15,rubbishnow not recognising my username and telephone number supplied is rubbish too
A Google user,2,2017-01-01 16:33:51,App not working.. Is it a fake one????,5,app not working is it a fake one
A Google user,1,2016-12-20 01:35:39,...and that's all there is to say! Just gets stuck on the login screen after I enter my username. Update - restart phone - still nothing. Very disappointing.,19,and thats all there is to say just gets stuck on the login screen after i enter my username update restart phone still nothing very disappointing
A Google user,1,2016-12-15 01:20:18,Very surprised that HSBC can't get a grip and have a decent app would not trust this,2,very surprised that hsbc cant get a grip and have a decent app would not trust this
A Google user,1,2016-12-09 19:51:42,Error !!! Unable to login,6,error unable to login
A Google user,5,2016-11-29 22:12:04,I love it,0,i love it
A Google user,1,2016-11-29 10:53:08,Not able to login,7,not able to login
A Google user,1,2016-08-27 03:49:11,1st step after install to input your user name...instantly comes up with an error 'can't connect error MB-040 try again later' not even an option to create a log in first? Garbage,12,st step after install to input your user nameinstantly comes up with an error cant connect error mb try again later not even an option to create a log in first garbage
A Google user,1,2016-06-28 16:54:10,"So bad application as for each time I am trying to login to my account i found an error message , and before it was changing language by force to Español.. so bad application..",15,so bad application as for each time i am trying to login to my account i found an error message and before it was changing language by force to espaol so bad application
A Google user,3,2016-05-02 22:09:52,"Slow and laggy and not much features. Good to check up on accounts and create payment (wire, transfer and bill payments).",22,slow and laggy and not much features good to check up on accounts and create payment wire transfer and bill payments
A Google user,4,2016-04-14 00:07:43,Was waiting for some time. Helps my work a lot.,13,was waiting for some time helps my work a lot
A Google user,5,2016-04-07 21:06:09,Really convenient and much needed!,6,really convenient and much needed
A Google user,5,2015-12-11 15:58:55,Love it,0,love it
A Google user,4,2015-12-04 14:33:16,easey to use,0,easey to use
A Google user,1,2015-11-26 18:00:11,Its saying my username is incorrect. It's not even giving any options to resolve the problem. Useless,0,its saying my username is incorrect its not even giving any options to resolve the problem useless
A Google user,1,2015-11-16 22:36:48,Is this app supports sri Lanka,9,is this app supports sri lanka
A Google user,1,2015-11-12 05:44:03,Not working at all.,0,not working at all
A Google user,4,2015-07-23 20:16:15,Super!!,0,super
A Google user,1,2015-07-09 06:18:21,Wont recognise username.,0,wont recognise username
A Google user,1,2015-06-24 09:28:32,"Does not work, simple as that.",0,does not work simple as that
A Google user,1,2015-06-10 10:35:05,"Not much point if you can't log on.... And yes, I'm sure I was using the correct username!",6,not much point if you cant log on and yes im sure i was using the correct username
A Google user,1,2015-06-09 13:07:11,Can't rate what you can't access......,0,cant rate what you cant access
A Google user,1,2015-06-06 00:01:42,Its not working,0,its not working
A Google user,1,2015-06-05 02:14:36,Was absolute crap exactly what everyone is saying,1,was absolute crap exactly what everyone is saying
A Google user,1,2015-06-03 12:47:51,Doesn't work,0,doesnt work
A Google user,1,2015-06-02 06:01:27,"Useless....trying to use it to avoid using the stupid secure key calculator, but my user name isn't recognised (LOG_0002) and I can't log in. No help available within the app or anywhere on the HSBC website. Pathetic.",3,uselesstrying to use it to avoid using the stupid secure key calculator but my user name isnt recognised log and i cant log in no help available within the app or anywhere on the hsbc website pathetic
A Google user,4,2015-05-21 23:50:19,Good,1,good
A Google user,1,2015-05-05 05:31:32,Asking for user name and not giving the way to create it. No help facility. Not working.,3,asking for user name and not giving the way to create it no help facility not working
A Google user,1,2015-05-04 07:08:45,"Rubbish, uninstalled it. How can a bank be so crap? Silly question!",0,rubbish uninstalled it how can a bank be so crap silly question
A Google user,1,2015-05-03 12:14:25,That's all it will tell me,3,thats all it will tell me
A Google user,1,2015-03-29 21:40:49,No good bank bogas,1,no good bank bogas
A Google user,1,2015-03-25 07:52:07,Used to work and not anymore some weeks ago and nothing has improved. HSBC IT is consistently bad as far as I am concerned.,4,used to work and not anymore some weeks ago and nothing has improved hsbc it is consistently bad as far as i am concerned
A Google user,1,2015-03-18 16:30:12,"Keeps telling me my username has not been recognised, while it works perfectly on my old iphone.",6,keeps telling me my username has not been recognised while it works perfectly on my old iphone
A Google user,5,2015-03-04 21:54:46,Awesome,0,awesome
A Google user,5,2015-03-04 21:50:38,Awesome,0,awesome
A Google user,1,2015-03-01 22:34:07,"On one device it gives me an eternally revolving circle, on the other it informs me ""Your username has not been recognised. Please try again. (LOG_0002)"" when I enter the username I have just ""succesfully"" registered on HSBC website after jumping through untold hoops. I have only 1 day before my security number expires and I desperately need to activate online banking, and for that this app is required. If it were an app of choice I'd uninstall it straight away.",6,on one device it gives me an eternally revolving circle on the other it informs me your username has not been recognised please try again log when i enter the username i have just succesfully registered on hsbc website after jumping through untold hoops i have only day before my security number expires and i desperately need to activate online banking and for that this app is required if it were an app of choice id uninstall it straight away
A Google user,1,2014-12-31 21:56:10,"Pretty consistent with hsbc service, which never worked neither. Crap app from a crappy bank",2,pretty consistent with hsbc service which never worked neither crap app from a crappy bank
A Google user,5,2014-10-29 13:36:54,Great app,0,great app
